TxnID,LedgerAccount,TransactionDate,PostingDate,Currency,DebitAmount,CreditAmount,Description,ReferenceNumber,MatchType
LDG00000254,70001,2026-03-08,2026-03-10,CHF,196594.60,0.00,Supplier payment,REF88841736,perfect
LDG00000255,50001,2026-01-11,2026-01-13,USD,230555.63,0.00,Utility payment,REF37738664,perfect
LDG00000256,40002,2026-03-05,2026-03-09,CHF,110589.56,0.00,Invoice payment to vendor,REF45071653,perfect
LDG00000257,10001,2026-01-12,2026-01-12,GBP,0.00,258105.86,Customer payment received,REF28293948,perfect
LDG00000258,30001,2026-01-26,2026-01-27,GBP,299605.93,0.00,Payroll disbursement,REF36644593,perfect
LDG00000259,50001,2026-01-27,2026-01-27,JPY,0.00,279542.99,SEPA credit transfer,REF41719227,perfect
LDG00000260,10002,2026-02-22,2026-02-24,GBP,0.00,243313.50,Commission income,REF58458497,perfect
LDG00000261,10002,2026-02-25,2026-02-27,GBP,0.00,451554.15,SEPA credit transfer,REF72917374,perfect
LDG00000262,40002,2026-01-01,2026-01-02,EUR,458552.62,0.00,Commission expense,REF55719865,perfect
LDG00000263,10002,2026-03-05,2026-03-05,CAD,256867.14,0.00,Tax remittance,REF46105881,perfect
LDG00000264,10002,2026-03-27,2026-03-31,GBP,0.00,498998.97,Deposit received,REF48695089,perfect
LDG00000265,40002,2026-03-16,2026-03-18,CAD,0.00,321913.25,Dividend income,REF92689342,perfect
LDG00000266,10002,2026-01-11,2026-01-13,EUR,384136.34,0.00,Wire transfer outbound,REF53782072,perfect
LDG00000267,30001,2026-03-03,2026-03-05,JPY,0.00,213123.37,Deposit received,REF84704400,perfect
LDG00000268,20001,2026-01-02,2026-01-05,EUR,0.00,8807.32,Trade settlement receipt,REF70081556,perfect
LDG00000269,50001,2026-01-04,2026-01-05,USD,0.00,37114.98,ACH credit settlement,REF25934841,perfect
LDG00000270,20002,2026-01-16,2026-01-16,JPY,0.00,78213.66,SEPA credit transfer,REF69713994,perfect
LDG00000271,10002,2026-03-15,2026-03-16,EUR,84736.45,0.00,ACH debit settlement,REF65804866,perfect
LDG00000272,40002,2026-03-11,2026-03-13,CHF,172813.43,0.00,Bond redemption,REF83801886,perfect
LDG00000273,40001,2026-01-05,2026-01-05,EUR,0.00,260370.12,Equity sale proceeds,REF86714737,perfect
LDG00000274,20001,2026-02-11,2026-02-13,USD,190037.64,0.00,Bond redemption,REF36446668,perfect
LDG00000275,40002,2026-03-19,2026-03-19,AUD,451903.23,0.00,Insurance premium payment,REF54876103,perfect
LDG00000276,50001,2026-01-11,2026-01-13,EUR,0.00,80067.70,FX contract settlement,REF46602481,perfect
LDG00000277,20001,2026-01-16,2026-01-16,GBP,464020.77,0.00,Insurance premium payment,REF73610392,perfect
LDG00000278,50001,2026-02-21,2026-02-21,JPY,283699.32,0.00,Wire transfer outbound,REF39129718,perfect
LDG00000279,30001,2026-01-16,2026-01-19,JPY,0.00,334745.14,ACH credit settlement,REF73002000,perfect
LDG00000280,50001,2026-01-10,2026-01-13,GBP,289127.92,0.00,ACH debit settlement,REF78401412,perfect
LDG00000281,40001,2026-01-08,2026-01-09,EUR,0.00,277932.97,Invoice payment INV-6379,REF35360727,perfect
LDG00000282,20001,2026-01-11,2026-01-13,USD,0.00,135684.99,Refund received,REF99045400,perfect
LDG00000283,10002,2026-01-25,2026-01-25,CHF,435228.51,0.00,Rent payment,REF25387213,perfect
LDG00000284,30001,2026-01-03,2026-01-06,AUD,0.00,86377.08,Loan drawdown,REF80332280,perfect
LDG00000285,70001,2026-03-24,2026-03-26,GBP,177700.54,0.00,Tax remittance,REF25031295,perfect
LDG00000286,40002,2026-02-27,2026-03-02,CHF,345946.71,0.00,Tax remittance,REF67023314,perfect
LDG00000287,10002,2026-01-24,2026-01-24,EUR,0.00,396290.81,Commission income,REF34675041,perfect
LDG00000288,30001,2026-02-02,2026-02-04,EUR,55817.75,0.00,ACH debit settlement,REF99928383,perfect
LDG00000289,50001,2026-02-09,2026-02-11,CAD,0.00,280649.79,Intercompany transfer in,REF61984865,perfect
LDG00000290,10001,2026-01-22,2026-01-26,CAD,0.00,369616.04,FX contract settlement,REF56619455,perfect
LDG00000291,40002,2026-03-27,2026-03-31,GBP,0.00,310383.68,Invoice payment INV-6177,REF67083877,perfect
LDG00000292,30001,2026-02-01,2026-02-01,JPY,0.00,334630.61,Equity sale proceeds,REF29248625,perfect
LDG00000293,10001,2026-03-14,2026-03-14,AUD,294087.79,0.00,Rent payment,REF18587029,perfect
LDG00000294,40001,2026-01-27,2026-01-27,GBP,331093.42,0.00,Commission expense,REF19352045,perfect
LDG00000295,20001,2026-03-10,2026-03-10,AUD,481499.82,0.00,Trade settlement payment,REF46064764,perfect
LDG00000296,70001,2026-01-02,2026-01-05,AUD,0.00,84321.07,Grant proceeds,REF27494952,perfect
LDG00000297,10002,2026-01-28,2026-01-28,CAD,0.00,423697.25,Bond coupon payment,REF56556459,perfect
LDG00000298,20002,2026-01-25,2026-01-25,GBP,0.00,3054.34,SEPA credit transfer,REF18805502,perfect
LDG00000299,30001,2026-01-23,2026-01-26,CAD,0.00,37130.29,FX contract settlement,REF86954423,perfect
LDG00000300,20001,2026-01-27,2026-01-29,AUD,170612.61,0.00,Utility payment,REF15869448,perfect
LDG00000301,50001,2026-01-18,2026-01-18,CAD,0.00,382870.85,Customer payment received,REF99728173,perfect
LDG00000302,30001,2026-02-06,2026-02-10,GBP,0.00,445981.21,Loan drawdown,REF28644158,perfect
LDG00000303,40002,2026-02-22,2026-02-22,CHF,0.00,331176.56,Sales proceeds,REF33594759,perfect
LDG00000304,20002,2026-03-02,2026-03-02,EUR,0.00,451885.88,Customer advance payment,REF44877083,perfect
LDG00000305,10001,2026-03-24,2026-03-24,AUD,0.00,490135.49,Wire transfer inbound,REF79679578,perfect
LDG00000306,30001,2026-01-12,2026-01-13,EUR,0.00,331817.27,Trade settlement receipt,REF48150343,perfect
LDG00000307,40002,2026-01-01,2026-01-02,GBP,0.00,163903.12,Refund received,REF73063735,perfect
LDG00000308,30001,2026-01-15,2026-01-16,AUD,0.00,276136.43,Dividend income,REF28423267,perfect
LDG00000309,10001,2026-02-03,2026-02-04,EUR,410305.85,0.00,ACH debit settlement,REF44491876,perfect
LDG00000310,40001,2026-03-22,2026-03-23,JPY,0.00,137568.60,Customer advance payment,REF71056930,perfect
LDG00000311,20002,2026-03-04,2026-03-06,CHF,0.00,23565.05,Loan drawdown,REF67186268,perfect
LDG00000312,20002,2026-02-01,2026-02-03,GBP,0.00,463707.09,Loan drawdown,REF20452744,perfect
LDG00000313,50001,2026-01-11,2026-01-13,CAD,0.00,103807.56,Sales proceeds,REF50316915,perfect
LDG00000314,10001,2026-02-16,2026-02-17,EUR,447046.91,0.00,FX contract payment,REF31057950,perfect
LDG00000315,20002,2026-02-02,2026-02-03,CAD,162415.61,0.00,Equipment purchase,REF57814178,perfect
LDG00000316,10002,2026-01-02,2026-01-06,USD,487076.62,0.00,Wire transfer outbound,REF39393077,perfect
LDG00000317,40001,2026-01-09,2026-01-09,GBP,477541.16,0.00,Insurance premium payment,REF82904800,perfect
LDG00000318,50001,2026-03-01,2026-03-01,JPY,0.00,72448.63,FX contract settlement,REF65857152,perfect
LDG00000319,70001,2026-02-04,2026-02-04,USD,0.00,101411.12,Dividend income,REF58546915,perfect
LDG00000320,20001,2026-01-19,2026-01-21,AUD,63651.18,0.00,Insurance premium payment,REF26916956,perfect
LDG00000321,40002,2026-03-08,2026-03-09,JPY,0.00,32545.47,Trade settlement receipt,REF18213184,perfect
LDG00000322,10002,2026-02-01,2026-02-03,JPY,302278.97,0.00,Trade settlement payment,REF47787113,perfect
LDG00000323,20002,2026-01-14,2026-01-16,CHF,0.00,5186.13,SEPA credit transfer,REF29342250,perfect
LDG00000324,10002,2026-02-08,2026-02-08,GBP,132687.22,0.00,Wire transfer outbound,REF34781223,perfect
LDG00000325,70001,2026-02-28,2026-02-28,AUD,100332.31,0.00,Bond redemption,REF35601019,perfect
LDG00000326,60001,2026-02-15,2026-02-17,AUD,408612.37,0.00,FX contract payment,REF15345822,perfect
LDG00000327,40001,2026-01-12,2026-01-12,CHF,467085.69,0.00,Loan repayment,REF95671182,perfect
LDG00000328,40001,2026-03-18,2026-03-19,EUR,412502.00,0.00,Cheque payment,REF21927551,perfect
LDG00000329,70001,2026-03-04,2026-03-06,CAD,235597.31,0.00,SEPA direct debit,REF28276529,perfect
LDG00000330,50001,2026-03-10,2026-03-12,EUR,0.00,355164.61,FX contract settlement,REF34940602,perfect
LDG00000331,10001,2026-01-10,2026-01-10,EUR,94907.18,0.00,Tax remittance,REF41187294,perfect
LDG00000332,40002,2026-02-12,2026-02-13,USD,478614.95,0.00,Intercompany transfer out,REF94741153,perfect
LDG00000333,30001,2026-01-09,2026-01-09,GBP,488634.17,0.00,Insurance premium payment,REF67619227,perfect
LDG00000334,60001,2026-03-08,2026-03-10,USD,44760.55,0.00,FX contract payment,REF11281971,perfect
LDG00000335,40002,2026-03-25,2026-03-26,JPY,0.00,129990.38,Intercompany transfer in,REF98858681,perfect
LDG00000336,10002,2026-02-14,2026-02-14,GBP,0.00,200624.22,Deposit received,REF45015185,perfect
LDG00000337,10002,2026-03-15,2026-03-16,CHF,148249.76,0.00,Interest expense,REF12565907,perfect
LDG00000338,50001,2026-03-26,2026-03-30,CHF,0.00,59127.33,Commission income,REF75794667,perfect
LDG00000339,10001,2026-01-05,2026-01-06,CHF,384751.57,0.00,Trade settlement payment,REF19959896,perfect
LDG00000340,10001,2026-02-06,2026-02-09,CHF,424603.74,0.00,Wire transfer outbound,REF90119551,perfect
LDG00000341,60001,2026-03-21,2026-03-21,CHF,382190.09,0.00,Utility payment,REF51827847,perfect
LDG00000342,40001,2026-03-30,2026-03-30,GBP,148986.22,0.00,Trade settlement payment,REF85684737,perfect
LDG00000343,60001,2026-02-05,2026-02-09,CHF,0.00,177455.56,Trade settlement receipt,REF60732790,perfect
LDG00000344,40001,2026-02-25,2026-02-25,CHF,0.00,205729.73,Interest credit,REF37846746,perfect
LDG00000345,40001,2026-02-19,2026-02-23,GBP,185889.73,0.00,Supplier payment,REF88483938,perfect
LDG00000346,40001,2026-01-13,2026-01-13,CAD,457038.81,0.00,FX contract payment,REF77554353,perfect
LDG00000347,40002,2026-02-26,2026-02-26,CAD,0.00,27210.19,Intercompany transfer in,REF48441885,perfect
LDG00000348,10001,2026-01-05,2026-01-05,GBP,0.00,174553.47,Equity sale proceeds,REF88067640,perfect
LDG00000349,10001,2026-03-04,2026-03-05,CHF,0.00,194877.27,Sales proceeds,REF32226229,perfect
LDG00000350,10001,2026-01-16,2026-01-20,USD,108857.99,0.00,Equipment purchase,REF49181172,perfect
LDG00000351,30001,2026-02-09,2026-02-11,JPY,0.00,180123.71,Customer advance payment,REF26708587,perfect
LDG00000352,20001,2026-03-20,2026-03-24,AUD,494472.83,0.00,Equipment purchase,REF32916734,perfect
LDG00000353,20002,2026-03-16,2026-03-16,USD,0.00,59077.39,Intercompany transfer in,REF76303691,perfect
LDG00000354,70001,2026-01-18,2026-01-19,CHF,146909.69,0.00,Utility payment,REF19298431,perfect
LDG00000355,10001,2026-02-22,2026-02-23,AUD,0.00,361451.20,Equity sale proceeds,REF69253489,perfect
LDG00000356,70001,2026-01-02,2026-01-05,CAD,240680.44,0.00,Bond redemption,REF39929919,perfect
LDG00000357,60001,2026-02-02,2026-02-04,JPY,0.00,64609.78,Trade settlement receipt,REF53224049,perfect
LDG00000358,40001,2026-01-27,2026-01-27,USD,0.00,323342.85,Interest credit,REF16053747,perfect
LDG00000359,30001,2026-03-06,2026-03-06,GBP,0.00,217419.40,Refund received,REF79902621,perfect
LDG00000360,70001,2026-02-26,2026-02-26,CAD,0.00,173164.24,SEPA credit transfer,REF17650230,perfect
LDG00000361,20002,2026-01-09,2026-01-12,JPY,0.00,416119.40,Interest credit,REF40583203,perfect
LDG00000362,40002,2026-01-13,2026-01-15,CHF,0.00,155521.64,ACH credit settlement,REF63913466,perfect
LDG00000363,30001,2026-03-10,2026-03-12,JPY,302149.33,0.00,FX contract payment,REF15803996,perfect
LDG00000364,20002,2026-03-05,2026-03-05,GBP,0.00,120320.90,Invoice payment INV-5849,REF10936396,perfect
LDG00000365,10002,2026-03-26,2026-03-26,CHF,0.00,475586.07,Trade settlement receipt,REF66286701,perfect
LDG00000366,30001,2026-03-02,2026-03-04,GBP,0.00,219347.81,Deposit received,REF53835846,perfect
LDG00000367,10002,2026-03-29,2026-03-29,EUR,167621.62,0.00,Interest expense,REF58788638,perfect
LDG00000368,30001,2026-03-11,2026-03-11,CAD,0.00,223037.08,Sales proceeds,REF24700760,perfect
LDG00000369,60001,2026-03-28,2026-03-30,AUD,0.00,326869.98,Wire transfer inbound,REF97499062,perfect
LDG00000370,40001,2026-01-06,2026-01-08,CAD,0.00,146760.39,Interest credit,REF23378242,perfect
LDG00000371,70001,2026-03-03,2026-03-03,CAD,0.00,181004.88,Equity sale proceeds,REF18836754,perfect
LDG00000372,60001,2026-03-10,2026-03-10,JPY,0.00,405020.31,SEPA credit transfer,REF86411527,perfect
LDG00000373,40002,2026-02-25,2026-02-25,CHF,0.00,392669.95,Dividend income,REF77001834,perfect
LDG00000374,10002,2026-03-03,2026-03-05,EUR,0.00,244920.07,Payroll funding,REF77250446,perfect
LDG00000375,20002,2026-01-12,2026-01-13,AUD,411643.93,0.00,Payroll disbursement,REF51031469,perfect
LDG00000376,40001,2026-01-03,2026-01-05,USD,0.00,21468.63,Invoice payment INV-1567,REF12420514,perfect
LDG00000377,10001,2026-02-18,2026-02-18,CHF,219923.27,0.00,Supplier payment,REF11093336,perfect
LDG00000378,20002,2026-02-20,2026-02-20,EUR,90780.08,0.00,Commission expense,REF45169976,perfect
LDG00000379,10002,2026-03-08,2026-03-09,CHF,0.00,227577.12,Dividend income,REF92316311,perfect
LDG00000380,20002,2026-03-12,2026-03-16,USD,0.00,391143.06,Customer advance payment,REF78957340,perfect
LDG00000381,50001,2026-01-04,2026-01-04,GBP,4511.48,0.00,Payroll disbursement,REF81578134,perfect
LDG00000382,50001,2026-03-22,2026-03-23,AUD,180559.19,0.00,Supplier payment,REF16606315,perfect
LDG00000383,70001,2026-02-15,2026-02-17,EUR,0.00,426538.96,Grant proceeds,REF87113710,perfect
LDG00000384,30001,2026-03-25,2026-03-25,EUR,0.00,294346.63,Wire transfer inbound,REF89119704,perfect
LDG00000385,70001,2026-01-05,2026-01-05,JPY,0.00,117637.69,Intercompany transfer in,REF59611315,perfect
LDG00000386,20001,2026-01-21,2026-01-23,GBP,0.00,27035.27,Customer advance payment,REF19673774,perfect
LDG00000387,50001,2026-02-21,2026-02-24,EUR,204112.50,0.00,Invoice payment to vendor,REF27039220,perfect
LDG00000388,20002,2026-03-03,2026-03-03,GBP,400023.17,0.00,Equipment purchase,REF23733267,perfect
LDG00000389,10001,2026-01-21,2026-01-23,USD,0.00,193819.93,Grant proceeds,REF12591260,perfect
LDG00000390,40002,2026-02-17,2026-02-17,CAD,258522.73,0.00,Tax remittance,REF71815028,perfect
LDG00000391,10002,2026-02-07,2026-02-07,CAD,0.00,377659.83,Sales proceeds,REF99556331,perfect
LDG00000392,10001,2026-02-23,2026-02-23,GBP,391270.71,0.00,SEPA direct debit,REF34387202,perfect
LDG00000393,10002,2026-02-10,2026-02-11,USD,0.00,37632.15,Customer advance payment,REF96159502,perfect
LDG00000394,20002,2026-03-14,2026-03-16,JPY,0.00,410088.60,SEPA credit transfer,REF50994198,perfect
LDG00000395,20001,2026-01-01,2026-01-02,USD,185621.64,0.00,ACH debit settlement,REF93574149,perfect
LDG00000396,70001,2026-03-27,2026-03-27,CHF,0.00,68854.71,Wire transfer inbound,REF91115689,perfect
LDG00000397,60001,2026-02-26,2026-02-26,USD,0.00,348880.73,Sales proceeds,REF37382208,perfect
LDG00000398,70001,2026-02-11,2026-02-13,USD,0.00,123814.64,ACH credit settlement,REF33990570,perfect
LDG00000399,10001,2026-02-11,2026-02-13,JPY,0.00,464509.36,Sales proceeds,REF33369942,perfect
LDG00000400,50001,2026-02-12,2026-02-16,AUD,329706.68,0.00,Rent payment,REF89341804,perfect
LDG00000401,30001,2026-01-17,2026-01-19,EUR,0.00,49520.93,Intercompany transfer in,REF20845255,perfect
LDG00000402,40001,2026-03-05,2026-03-05,AUD,0.00,335116.26,Dividend income,REF29906578,perfect
LDG00000403,40001,2026-02-17,2026-02-19,CHF,0.00,327327.30,Commission income,REF83602007,perfect
LDG00000404,50001,2026-03-10,2026-03-10,EUR,0.00,362175.97,FX contract settlement,REF39466942,perfect
LDG00000405,40001,2026-02-19,2026-02-23,AUD,254489.98,0.00,Trade settlement payment,REF29705020,perfect
LDG00000406,50001,2026-02-19,2026-02-23,EUR,285947.60,0.00,Commission expense,REF82890222,perfect
LDG00000407,70001,2026-02-19,2026-02-20,JPY,0.00,378875.59,Sales proceeds,REF14208860,perfect
LDG00000408,40002,2026-03-07,2026-03-09,GBP,0.00,468109.30,Equity sale proceeds,REF91753354,perfect
LDG00000409,70001,2026-01-06,2026-01-06,GBP,0.00,461748.45,Dividend income,REF97019353,perfect
LDG00000410,10001,2026-03-10,2026-03-10,EUR,0.00,413385.89,Equity sale proceeds,REF69054371,perfect
LDG00000411,40002,2026-02-15,2026-02-16,USD,103317.47,0.00,Payroll disbursement,REF66157026,perfect
LDG00000412,40002,2026-03-26,2026-03-27,EUR,0.00,303795.06,Interest credit,REF17736542,perfect
LDG00000413,60001,2026-03-27,2026-03-30,JPY,0.00,78193.97,FX contract settlement,REF32228468,perfect
LDG00000414,60001,2026-01-24,2026-01-27,CAD,394112.92,0.00,Trade settlement payment,REF34721320,perfect
LDG00000415,20002,2026-02-02,2026-02-02,CAD,478678.42,0.00,Rent payment,REF17095624,perfect
LDG00000416,40002,2026-03-14,2026-03-16,AUD,0.00,184564.97,Trade settlement receipt,REF40528009,perfect
LDG00000417,60001,2026-03-12,2026-03-12,JPY,319944.17,0.00,Insurance premium payment,REF63665085,perfect
LDG00000418,60001,2026-02-18,2026-02-20,USD,0.00,35093.74,Intercompany transfer in,REF26307879,perfect
LDG00000419,50001,2026-01-22,2026-01-22,JPY,162510.12,0.00,Commission expense,REF30239387,perfect
LDG00000420,40001,2026-03-17,2026-03-18,JPY,0.00,475481.73,Equity sale proceeds,REF20013792,perfect
LDG00000421,70001,2026-03-27,2026-03-27,GBP,0.00,438323.43,Deposit received,REF84816361,perfect
LDG00000422,20001,2026-01-29,2026-01-30,CHF,0.00,43227.69,Equity sale proceeds,REF98403383,perfect
LDG00000423,50001,2026-03-21,2026-03-23,USD,310055.00,0.00,Invoice payment to vendor,REF15386208,perfect
LDG00000424,20001,2026-03-06,2026-03-06,AUD,0.00,141239.60,ACH credit settlement,REF82009941,perfect
LDG00000425,40002,2026-01-03,2026-01-03,CAD,371438.93,0.00,Equipment purchase,REF73023716,perfect
LDG00000426,40002,2026-03-03,2026-03-05,GBP,84272.77,0.00,Rent payment,REF40154246,perfect
LDG00000427,70001,2026-02-28,2026-03-03,CHF,84186.87,0.00,Invoice payment to vendor,REF46779009,perfect
LDG00000428,40002,2026-01-26,2026-01-26,USD,0.00,369290.93,ACH credit settlement,REF20968483,perfect
LDG00000429,10002,2026-03-26,2026-03-26,USD,320530.69,0.00,Service fee payment,REF89692741,perfect
LDG00000430,60001,2026-02-17,2026-02-18,CAD,335661.78,0.00,Bond redemption,REF67169843,perfect
LDG00000431,40001,2026-03-12,2026-03-16,CAD,0.00,50152.24,Commission income,REF87307678,perfect
LDG00000432,60001,2026-01-11,2026-01-13,EUR,0.00,260276.42,Interest credit,REF72316304,perfect
LDG00000433,40001,2026-02-23,2026-02-24,CAD,0.00,478223.58,Trade settlement receipt,REF12660727,perfect
LDG00000434,70001,2026-03-01,2026-03-01,CAD,150429.81,0.00,ACH debit settlement,REF31527870,perfect
LDG00000435,40002,2026-02-20,2026-02-23,USD,178892.63,0.00,Payroll disbursement,REF43651309,perfect
LDG00000436,30001,2026-03-14,2026-03-16,CAD,0.00,61178.54,FX contract settlement,REF89261094,perfect
LDG00000437,20001,2026-03-14,2026-03-16,CHF,0.00,253240.76,Grant proceeds,REF22699217,perfect
LDG00000438,20002,2026-02-11,2026-02-12,AUD,139894.16,0.00,SEPA direct debit,REF23014881,perfect
LDG00000439,40001,2026-03-23,2026-03-24,USD,0.00,463770.22,Intercompany transfer in,REF42592915,perfect
LDG00000440,20001,2026-03-14,2026-03-14,CAD,415261.72,0.00,Utility payment,REF31776936,perfect
LDG00000441,40001,2026-01-05,2026-01-06,USD,74209.91,0.00,Intercompany transfer out,REF95874869,perfect
LDG00000442,60001,2026-03-07,2026-03-10,JPY,0.00,310064.47,Loan drawdown,REF20832885,perfect
LDG00000443,20002,2026-02-20,2026-02-20,JPY,0.00,25774.71,SEPA credit transfer,REF83479178,perfect
LDG00000444,60001,2026-03-01,2026-03-02,CAD,178966.23,0.00,Wire transfer outbound,REF82037935,perfect
LDG00000445,60001,2026-02-08,2026-02-09,USD,0.00,139624.92,Refund received,REF60397884,perfect
LDG00000446,10001,2026-01-23,2026-01-23,AUD,47929.39,0.00,Rent payment,REF78701428,perfect
LDG00000447,50001,2026-01-30,2026-02-03,AUD,269771.27,0.00,Invoice payment to vendor,REF67100187,perfect
LDG00000448,60001,2026-02-20,2026-02-23,CAD,315000.52,0.00,Tax remittance,REF43238803,perfect
LDG00000449,70001,2026-03-20,2026-03-23,USD,0.00,393466.60,Wire transfer inbound,REF64930654,perfect
LDG00000450,50001,2026-02-20,2026-02-24,USD,237447.19,0.00,Rent payment,REF16265036,perfect
LDG00000451,20002,2026-02-13,2026-02-16,USD,40429.70,0.00,Supplier payment,REF50989320,perfect
LDG00000452,20001,2026-02-07,2026-02-07,GBP,260708.82,0.00,Invoice payment to vendor,REF56458193,perfect
LDG00000453,40002,2026-01-06,2026-01-06,GBP,0.00,26629.56,SEPA credit transfer,REF35934716,perfect
LDG00000454,10001,2026-02-17,2026-02-17,AUD,203520.94,0.00,ACH debit settlement,REF61532749,perfect
LDG00000455,20002,2026-02-01,2026-02-01,EUR,104063.50,0.00,Payroll disbursement,REF58773763,perfect
LDG00000456,10001,2026-02-21,2026-02-24,USD,0.00,407683.20,SEPA credit transfer,REF18836029,perfect
LDG00000457,40002,2026-02-27,2026-02-27,JPY,432460.25,0.00,FX contract payment,REF99420936,perfect
LDG00000458,20002,2026-02-06,2026-02-09,EUR,0.00,375567.18,Loan drawdown,REF18859736,perfect
LDG00000459,10002,2026-02-13,2026-02-17,GBP,234601.59,0.00,Commission expense,REF37104550,perfect
LDG00000460,60001,2026-01-25,2026-01-25,CAD,321716.30,0.00,Cheque payment,REF96127137,perfect
LDG00000461,20002,2026-02-06,2026-02-09,EUR,312870.18,0.00,Wire transfer outbound,REF86322900,perfect
LDG00000462,20002,2026-03-18,2026-03-18,CAD,475065.66,0.00,ACH debit settlement,REF97033686,perfect
LDG00000463,70001,2026-03-22,2026-03-22,USD,473616.88,0.00,Loan repayment,REF15243828,perfect
LDG00000464,10002,2026-02-26,2026-02-27,EUR,93192.27,0.00,ACH debit settlement,REF63538669,perfect
LDG00000465,10002,2026-01-10,2026-01-12,USD,14214.54,0.00,Trade settlement payment,REF28839698,perfect
LDG00000466,50001,2026-02-11,2026-02-12,USD,440843.61,0.00,Commission expense,REF69474671,perfect
LDG00000467,10001,2026-03-28,2026-03-30,EUR,78084.47,0.00,Payroll disbursement,REF42745006,perfect
LDG00000468,10001,2026-02-14,2026-02-14,AUD,0.00,202927.44,Sales proceeds,REF10885846,perfect
LDG00000469,70001,2026-03-03,2026-03-03,EUR,202547.83,0.00,Trade settlement payment,REF58522237,perfect
LDG00000470,10001,2026-03-05,2026-03-06,CAD,0.00,478110.06,Wire transfer inbound,REF71909325,perfect
LDG00000471,50001,2026-02-15,2026-02-16,GBP,115274.21,0.00,Cheque payment,REF86620102,perfect
LDG00000472,20001,2026-02-03,2026-02-03,CHF,0.00,475114.42,Interest credit,REF66367260,perfect
LDG00000473,20001,2026-03-03,2026-03-05,GBP,165818.65,0.00,Invoice payment to vendor,REF91394853,perfect
LDG00000474,20002,2026-02-22,2026-02-24,CAD,75849.12,0.00,Insurance premium payment,REF79535229,perfect
LDG00000475,20002,2026-02-20,2026-02-20,GBP,0.00,484166.51,FX contract settlement,REF54784067,perfect
LDG00000476,40001,2026-02-14,2026-02-14,USD,43163.84,0.00,Wire transfer outbound,REF29141079,perfect
LDG00000477,70001,2026-01-17,2026-01-17,JPY,0.00,488818.27,SEPA credit transfer,REF48264835,perfect
LDG00000478,10001,2026-01-11,2026-01-12,CHF,0.00,2790.79,Wire transfer inbound,REF82677905,perfect
LDG00000479,40002,2026-02-07,2026-02-07,EUR,94719.63,0.00,Cheque payment,REF30433560,perfect
LDG00000480,50001,2026-03-17,2026-03-19,USD,0.00,68223.08,Bond coupon payment,REF54500294,perfect
LDG00000481,40002,2026-02-27,2026-02-27,GBP,0.00,364203.75,Customer advance payment,REF11900233,perfect
LDG00000482,20002,2026-02-03,2026-02-05,CAD,27184.14,0.00,Invoice payment to vendor,REF44525162,perfect
LDG00000483,50001,2026-01-22,2026-01-23,CAD,469333.29,0.00,Commission expense,REF69495174,perfect
LDG00000484,70001,2026-03-07,2026-03-10,USD,0.00,266683.46,Trade settlement receipt,REF49720906,perfect
LDG00000485,10001,2026-01-21,2026-01-23,JPY,322072.97,0.00,Supplier payment,REF84289410,perfect
LDG00000486,60001,2026-01-01,2026-01-02,AUD,0.00,377672.32,Refund received,REF77988994,perfect
LDG00000487,40001,2026-01-23,2026-01-27,GBP,0.00,356989.86,SEPA credit transfer,REF14042828,perfect
LDG00000488,30001,2026-03-04,2026-03-04,CHF,0.00,89328.03,Payroll funding,REF93732448,perfect
LDG00000489,40001,2026-01-31,2026-02-03,AUD,0.00,236444.00,Invoice payment INV-4256,REF85013396,perfect
LDG00000490,70001,2026-01-04,2026-01-05,JPY,67344.67,0.00,Commission expense,REF31940020,perfect
LDG00000491,10002,2026-03-30,2026-03-31,AUD,298640.27,0.00,Cheque payment,REF30955179,perfect
LDG00000492,60001,2026-03-11,2026-03-13,JPY,0.00,271945.50,Sales proceeds,REF98568904,perfect
LDG00000493,20002,2026-03-12,2026-03-13,GBP,0.00,290435.41,Invoice payment INV-2691,REF40087736,perfect
LDG00000494,20002,2026-02-25,2026-02-26,JPY,415341.49,0.00,Bond redemption,REF33394528,perfect
LDG00000495,30001,2026-01-28,2026-01-30,GBP,0.00,245769.02,Refund received,REF56387729,perfect
LDG00000496,70001,2026-01-18,2026-01-19,CHF,293477.84,0.00,Utility payment,REF57959529,perfect
LDG00000497,50001,2026-03-23,2026-03-23,GBP,391397.64,0.00,Rent payment,REF68462049,perfect
LDG00000498,10001,2026-03-05,2026-03-06,AUD,0.00,55063.45,Bond coupon payment,REF91705101,perfect
LDG00000499,50001,2026-01-05,2026-01-07,GBP,204787.78,0.00,Payroll disbursement,REF29243755,perfect
LDG00000500,20001,2026-03-09,2026-03-10,JPY,266810.96,0.00,Tax remittance,REF18782068,perfect
LDG00000501,70001,2026-03-27,2026-03-31,CAD,0.00,224079.02,Invoice payment INV-9313,REF63291214,perfect
LDG00000502,60001,2026-01-09,2026-01-09,CHF,74020.30,0.00,Invoice payment to vendor,REF86574613,perfect
LDG00000503,40001,2026-01-24,2026-01-26,GBP,89648.25,0.00,Insurance premium payment,REF38692633,perfect
LDG00000504,40002,2026-02-11,2026-02-12,GBP,0.00,91811.99,Deposit received,REF17515704,perfect
LDG00000505,10002,2026-01-30,2026-01-30,CAD,445293.15,0.00,Service fee payment,REF55342835,perfect
LDG00000506,50001,2026-03-13,2026-03-16,EUR,331514.19,0.00,Equipment purchase,REF73414550,perfect
